symbol,date,long_shares,short_shares,close,equity,market_value,margin,unrealized_pnl
TXN,2017-05-10,95,0,80.49,7646.55,7646.55,0.0,653.6
CGNX,2017-05-10,537,0,45.13,24232.13,24232.13,0.0,7069.61
IBM,2017-05-11,44,0,144.02,6337.09,6337.09,0.0,-755.43
HPQ,2017-05-11,480,0,19.26,9244.8,9244.8,0.0,2030.4
INTC,2017-05-11,191,0,35.69,6816.79,6816.79,0.0,-166.17
GE,2017-05-11,36,0,173.36,6241.04,6241.04,0.0,-617.32
AMD,2017-05-11,2099,0,11.07,23235.93,23235.93,0.0,-650.69
COHU,2017-05-11,1229,0,18.85,23166.65,23166.65,0.0,6292.48
MSFT,2017-05-11,111,0,68.46,7599.06,7599.06,0.0,669.33
TXN,2017-05-11,95,0,80.4,7638.0,7638.0,0.0,645.05
CGNX,2017-05-11,537,0,45.26,24307.3,24307.3,0.0,7144.78
IBM,2017-05-12,44,0,143.76,6325.32,6325.32,0.0,-767.2
HPQ,2017-05-12,480,0,19.3,9264.0,9264.0,0.0,2049.6
INTC,2017-05-12,191,0,35.53,6786.23,6786.23,0.0,-196.73
GE,2017-05-12,36,0,169.76,6111.33,6111.33,0.0,-747.03
AMD,2017-05-12,2099,0,11.26,23634.74,23634.74,0.0,-251.88
COHU,2017-05-12,1229,0,18.66,22933.14,22933.14,0.0,6058.97
MSFT,2017-05-12,111,0,68.38,7590.18,7590.18,0.0,660.45
TXN,2017-05-12,95,0,80.69,7665.55,7665.55,0.0,672.6
CGNX,2017-05-12,537,0,45.63,24500.63,24500.63,0.0,7338.11
IBM,2017-05-15,44,0,144.85,6373.27,6373.27,0.0,-719.25
HPQ,2017-05-15,480,0,19.36,9292.8,9292.8,0.0,2078.4
INTC,2017-05-15,191,0,35.63,6805.33,6805.33,0.0,-177.63
GE,2017-05-15,36,0,169.22,6091.88,6091.88,0.0,-766.48
AMD,2017-05-15,2099,0,11.42,23970.58,23970.58,0.0,83.96
COHU,2017-05-15,1229,0,18.66,22933.14,22933.14,0.0,6058.97
MSFT,2017-05-15,111,0,68.43,7595.73,7595.73,0.0,666.0
TXN,2017-05-15,95,0,81.55,7747.25,7747.25,0.0,754.3
CGNX,2017-05-15,537,0,45.83,24608.03,24608.03,0.0,7445.51
IBM,2017-05-16,44,0,146.92,6464.55,6464.55,0.0,-627.97
HPQ,2017-05-16,480,0,19.47,9345.6,9345.6,0.0,2131.2
