id,type,symbol,entry_date,exit_date,entry,exit,shares,pnl,return_pct,agg_pnl,bars,pnl_per_bar,stop
695,long,MSFT,2020-08-19,2020-08-21,210.68,214.55,8,30.96,1.84,3409.3,2,15.48,
696,long,ULTA,2020-08-18,2020-08-24,219.68,216.49,1,-3.19,-1.45,3406.11,4,-0.8,
697,long,VALE,2020-08-20,2020-08-25,11.21,11.13,1,-0.08,-0.71,3406.03,3,-0.03,
698,long,ASML,2020-07-30,2020-08-25,358.84,378.55,3,59.13,5.49,3465.16,18,3.29,
699,long,ASML,2020-08-20,2020-08-25,370.88,378.55,1,7.67,2.07,3472.83,3,2.56,
700,long,DMLP,2020-07-02,2020-08-26,12.2,11.51,1,-0.69,-5.66,3472.14,38,-0.02,
701,long,INMD,2020-08-05,2020-08-26,16.94,15.97,3,-2.91,-5.73,3469.23,15,-0.19,
702,long,STKS,2020-08-25,2020-08-26,1.88,1.87,4,-0.04,-0.53,3469.19,1,-0.04,
703,long,STKS,2020-08-25,2020-08-27,1.88,1.86,2,-0.04,-1.06,3469.15,2,-0.02,
704,long,DMLP,2020-07-02,2020-08-28,12.2,11.45,1,-0.75,-6.15,3468.4,40,-0.02,
705,long,INMD,2020-08-05,2020-08-28,16.94,16.04,1,-0.9,-5.31,3467.5,17,-0.05,
706,long,STKS,2020-08-25,2020-08-28,1.88,1.9,990,19.8,1.06,3487.3,3,6.6,
707,long,ULTA,2020-08-18,2020-08-28,219.68,245.58,7,181.3,11.79,3668.6,8,22.66,
708,long,ULTA,2020-08-21,2020-08-28,209.6,245.58,1,35.98,17.17,3704.58,5,7.2,
709,long,VALE,2020-08-20,2020-08-31,11.21,11.12,2,-0.18,-0.8,3704.4,7,-0.03,
710,long,ASML,2020-08-28,2020-08-31,377.35,375.88,4,-5.88,-0.39,3698.52,1,-5.88,
711,long,SIMO,2020-07-08,2020-09-01,43.83,38.25,1,-5.58,-12.73,3692.94,39,-0.14,
712,long,SMLR,2020-08-31,2020-09-01,53.62,52.0,36,-58.32,-3.02,3634.62,1,-58.32,
713,long,VALE,2020-08-20,2020-09-02,11.21,11.41,160,32.0,1.78,3666.62,9,3.56,
714,long,VALE,2020-08-24,2020-09-02,11.24,11.41,3,0.51,1.51,3667.13,7,0.07,
715,long,VALE,2020-08-26,2020-09-02,11.12,11.41,3,0.87,2.61,3668.0,5,0.17,
716,long,VALE,2020-08-27,2020-09-02,10.99,11.41,1,0.42,3.82,3668.42,4,0.11,
717,long,VALE,2020-08-28,2020-09-02,11.23,11.41,1,0.18,1.6,3668.6,3,0.06,
718,long,VALE,2020-09-01,2020-09-02,11.4,11.41,3,0.03,0.09,3668.63,1,0.03,
719,long,ASML,2020-09-01,2020-09-02,384.61,395.82,5,56.05,2.91,3724.68,1,56.05,
720,long,INMD,2020-08-05,2020-09-03,16.94,17.65,87,61.77,4.19,3786.45,21,2.94,
721,long,INMD,2020-08-06,2020-09-03,15.82,17.65,2,3.66,11.57,3790.11,20,0.18,
722,long,INMD,2020-08-07,2020-09-03,15.74,17.65,5,9.55,12.13,3799.66,19,0.5,
723,long,INMD,2020-08-11,2020-09-03,15.57,17.65,6,12.48,13.36,3812.14,17,0.73,
724,long,INMD,2020-08-12,2020-09-03,15.68,17.65,2,3.94,12.56,3816.08,16,0.25,
725,long,INMD,2020-08-13,2020-09-03,15.65,17.65,2,4.0,12.78,3820.08,15,0.27,
726,long,INMD,2020-08-17,2020-09-03,16.4,17.65,1,1.25,7.62,3821.33,13,0.1,
727,long,INMD,2020-08-21,2020-09-03,16.42,17.65,4,4.92,7.49,3826.25,9,0.55,
728,long,INMD,2020-08-24,2020-09-03,15.88,17.65,3,5.31,11.15,3831.56,8,0.66,
729,long,INMD,2020-08-25,2020-09-03,15.94,17.65,3,5.13,10.73,3836.69,7,0.73,
730,long,INMD,2020-08-31,2020-09-03,15.85,17.65,4,7.2,11.36,3843.89,3,2.4,
731,long,INMD,2020-09-02,2020-09-03,16.82,17.65,3,2.49,4.93,3846.38,1,2.49,
732,long,AMAT,2020-08-21,2020-09-03,62.6,62.71,1,0.11,0.18,3846.49,9,0.01,
733,long,VALE,2020-09-03,2020-09-04,11.29,11.26,3,-0.09,-0.27,3846.4,1,-0.09,
734,long,DMLP,2020-07-02,2020-09-04,12.2,10.69,2,-3.02,-12.38,3843.38,45,-0.07,
735,long,STKS,2020-09-02,2020-09-04,1.89,1.89,991,0.0,0.0,3843.38,2,0.0,
736,long,STKS,2020-09-03,2020-09-04,1.88,1.89,60,0.6,0.53,3843.98,1,0.6,
737,long,VALE,2020-09-03,2020-09-08,11.29,11.07,167,-36.74,-1.95,3807.24,2,-18.37,
738,long,DMLP,2020-07-02,2020-09-08,12.2,10.49,1,-1.71,-14.02,3805.53,46,-0.04,
739,long,DMLP,2020-07-02,2020-09-09,12.2,10.55,4,-6.6,-13.52,3798.93,47,-0.14,
740,long,INMD,2020-09-08,2020-09-09,16.27,16.85,112,64.96,3.56,3863.89,1,64.96,
741,long,SIMO,2020-07-08,2020-09-09,43.83,35.91,1,-7.92,-18.07,3855.97,44,-0.18,
742,long,SMLR,2020-09-02,2020-09-09,52.67,50.45,1,-2.22,-4.21,3853.75,4,-0.56,
743,long,MSFT,2020-09-09,2020-09-10,210.77,209.43,8,-10.72,-0.64,3843.03,1,-10.72,
744,long,DMLP,2020-07-02,2020-09-11,12.2,10.43,1,-1.77,-14.51,3841.26,49,-0.04,
745,long,AMAT,2020-08-21,2020-09-11,62.6,55.5,1,-7.1,-11.34,3834.16,14,-0.51,
746,long,SMLR,2020-09-02,2020-09-14,52.67,53.75,34,36.72,2.05,3870.88,7,5.25,
747,long,SMLR,2020-09-03,2020-09-14,52.75,53.75,1,1.0,1.9,3871.88,6,0.17,
748,long,SMLR,2020-09-04,2020-09-14,50.9,53.75,1,2.85,5.6,3874.73,5,0.57,
749,long,ASML,2020-09-04,2020-09-15,361.93,371.93,5,50.0,2.76,3924.73,6,8.33,
750,long,TER,2020-08-28,2020-09-15,85.13,77.05,1,-8.08,-9.49,3916.65,11,-0.73,
751,long,SIMO,2020-07-08,2020-09-16,43.83,37.4,1,-6.43,-14.67,3910.22,49,-0.13,
752,long,DMLP,2020-07-02,2020-09-17,12.2,10.48,2,-3.44,-14.1,3906.78,53,-0.06,
753,long,RVLV,2020-09-15,2020-09-17,18.2,17.73,1,-0.47,-2.58,3906.31,2,-0.24,
754,long,SIMO,2020-07-08,2020-09-17,43.83,37.63,1,-6.2,-14.15,3900.11,50,-0.12,
755,long,TER,2020-08-28,2020-09-18,85.13,77.06,1,-8.07,-9.48,3892.04,14,-0.58,
756,long,SIMO,2020-07-08,2020-09-18,43.83,37.79,1,-6.04,-13.78,3886.0,51,-0.12,
757,long,DMLP,2020-07-02,2020-09-21,12.2,10.36,3,-5.52,-15.08,3880.48,55,-0.1,
758,long,AMAT,2020-08-21,2020-09-22,62.6,57.41,1,-5.19,-8.29,3875.29,21,-0.25,
759,long,RVLV,2020-09-15,2020-09-22,18.2,17.38,99,-81.18,-4.51,3794.11,5,-16.24,
760,long,RVLV,2020-09-16,2020-09-22,18.28,17.38,3,-2.7,-4.92,3791.41,4,-0.68,
761,long,RVLV,2020-09-18,2020-09-22,17.27,17.38,3,0.33,0.64,3791.74,2,0.17,
762,long,META,2020-09-22,2020-09-23,251.77,253.07,7,9.1,0.52,3800.84,1,9.1,
763,long,MSFT,2020-09-14,2020-09-23,206.61,204.07,8,-20.32,-1.23,3780.52,7,-2.9,
764,long,MSFT,2020-09-17,2020-09-23,202.15,204.07,1,1.92,0.95,3782.44,4,0.48,
765,long,LULU,2020-09-10,2020-09-23,326.98,322.82,1,-4.16,-1.27,3778.28,9,-0.46,
766,long,VALE,2020-09-23,2020-09-24,10.56,10.7,2,0.28,1.33,3778.56,1,0.28,
767,long,VALE,2020-09-23,2020-09-25,10.56,10.62,1,0.06,0.57,3778.62,2,0.03,
768,long,DMLP,2020-07-02,2020-09-25,12.2,10.14,4,-8.24,-16.89,3770.38,59,-0.14,
769,long,AMAT,2020-08-21,2020-09-25,62.6,57.52,1,-5.08,-8.12,3765.3,24,-0.21,
770,long,TER,2020-08-28,2020-09-28,85.13,78.55,1,-6.58,-7.73,3758.72,20,-0.33,
771,long,SIMO,2020-07-08,2020-09-28,43.83,38.72,1,-5.11,-11.66,3753.61,57,-0.09,
772,long,DMLP,2020-07-02,2020-09-29,12.2,10.4,2,-3.6,-14.75,3750.01,61,-0.06,
773,long,SIMO,2020-07-08,2020-09-29,43.83,39.05,1,-4.78,-10.91,3745.23,58,-0.08,
774,long,DMLP,2020-07-02,2020-09-30,12.2,10.33,2,-3.74,-15.33,3741.49,62,-0.06,
775,long,VALE,2020-09-23,2020-10-01,10.56,10.45,4,-0.44,-1.04,3741.05,6,-0.07,
776,long,LULU,2020-09-10,2020-10-01,326.98,337.94,4,43.84,3.35,3784.89,15,2.92,
777,long,LULU,2020-09-18,2020-10-01,297.68,337.94,1,40.26,13.52,3825.15,9,4.47,
778,long,RVLV,2020-09-23,2020-10-02,17.28,17.04,4,-0.96,-1.39,3824.19,7,-0.14,
779,long,VALE,2020-09-23,2020-10-05,10.56,10.66,3,0.3,0.95,3824.49,8,0.04,
780,long,DMLP,2020-07-02,2020-10-05,12.2,10.64,2,-3.12,-12.79,3821.37,65,-0.05,
781,long,RVLV,2020-09-23,2020-10-05,17.28,17.39,1,0.11,0.64,3821.48,8,0.01,
782,long,LSTR,2020-10-01,2020-10-05,125.26,127.31,1,2.05,1.64,3823.53,2,1.03,
783,long,VALE,2020-09-23,2020-10-06,10.56,10.68,1,0.12,1.14,3823.65,9,0.01,
784,long,AMAT,2020-08-21,2020-10-06,62.6,61.16,1,-1.44,-2.3,3822.21,31,-0.05,
785,long,LSTR,2020-10-01,2020-10-06,125.26,127.34,13,27.04,1.66,3849.25,3,9.01,
786,long,LSTR,2020-10-02,2020-10-06,123.58,127.34,1,3.76,3.04,3853.01,2,1.88,
787,long,AMAT,2020-08-21,2020-10-07,62.6,61.35,24,-30.0,-2.0,3823.01,32,-0.94,
788,long,AMAT,2020-08-28,2020-10-07,62.53,61.35,1,-1.18,-1.89,3821.83,27,-0.04,
789,long,AMAT,2020-09-04,2020-10-07,60.19,61.35,1,1.16,1.93,3822.99,22,0.05,
790,long,AMAT,2020-09-09,2020-10-07,55.74,61.35,2,11.22,10.06,3834.21,20,0.56,
791,long,AMAT,2020-09-10,2020-10-07,55.59,61.35,1,5.76,10.36,3839.97,19,0.3,
792,long,AMAT,2020-09-23,2020-10-07,57.94,61.35,1,3.41,5.89,3843.38,10,0.34,
793,long,AMAT,2020-10-05,2020-10-07,59.69,61.35,1,1.66,2.78,3845.04,2,0.83,
794,long,SIMO,2020-07-08,2020-10-07,43.83,40.25,2,-7.16,-8.17,3837.88,64,-0.11,
795,long,RVLV,2020-09-23,2020-10-08,17.28,18.07,2,1.58,4.57,3839.46,11,0.14,
796,long,SIMO,2020-07-08,2020-10-08,43.83,40.93,24,-69.6,-6.62,3769.86,65,-1.07,
797,long,SIMO,2020-07-13,2020-10-08,44.1,40.93,1,-3.17,-7.19,3766.69,62,-0.05,
798,long,SIMO,2020-07-16,2020-10-08,43.67,40.93,1,-2.74,-6.27,3763.95,59,-0.05,
799,long,SIMO,2020-07-20,2020-10-08,43.89,40.93,1,-2.96,-6.74,3760.99,57,-0.05,
800,long,SIMO,2020-07-22,2020-10-08,42.97,40.93,1,-2.04,-4.75,3758.95,55,-0.04,
801,long,SIMO,2020-07-23,2020-10-08,42.32,40.93,1,-1.39,-3.28,3757.56,54,-0.03,
802,long,SIMO,2020-07-28,2020-10-08,40.52,40.93,1,0.41,1.01,3757.97,51,0.01,
803,long,SIMO,2020-07-30,2020-10-08,40.66,40.93,1,0.27,0.66,3758.24,49,0.01,
804,long,SIMO,2020-08-06,2020-10-08,40.35,40.93,2,1.16,1.44,3759.4,44,0.03,
805,long,SIMO,2020-08-11,2020-10-08,39.96,40.93,1,0.97,2.43,3760.37,41,0.02,
806,long,SIMO,2020-08-12,2020-10-08,39.93,40.93,1,1.0,2.5,3761.37,40,0.03,
807,long,SIMO,2020-08-13,2020-10-08,40.0,40.93,1,0.93,2.33,3762.3,39,0.02,
808,long,SIMO,2020-08-14,2020-10-08,40.1,40.93,1,0.83,2.07,3763.13,38,0.02,
809,long,SIMO,2020-08-18,2020-10-08,39.85,40.93,1,1.08,2.71,3764.21,36,0.03,
810,long,SIMO,2020-08-20,2020-10-08,37.73,40.93,2,6.4,8.48,3770.61,34,0.19,
811,long,SIMO,2020-08-31,2020-10-08,37.84,40.93,1,3.09,8.17,3773.7,27,0.11,
812,long,SIMO,2020-09-03,2020-10-08,38.03,40.93,1,2.9,7.63,3776.6,24,0.12,
813,long,SIMO,2020-09-08,2020-10-08,35.52,40.93,1,5.41,15.23,3782.01,22,0.25,
814,long,SIMO,2020-09-15,2020-10-08,36.57,40.93,1,4.36,11.92,3786.37,17,0.26,
815,long,SIMO,2020-09-24,2020-10-08,37.48,40.93,1,3.45,9.2,3789.82,10,0.35,
816,long,SIMO,2020-09-30,2020-10-08,38.52,40.93,1,2.41,6.26,3792.23,6,0.4,
817,long,SIMO,2020-10-01,2020-10-08,38.27,40.93,1,2.66,6.95,3794.89,5,0.53,
818,long,SIMO,2020-10-05,2020-10-08,37.24,40.93,1,3.69,9.91,3798.58,3,1.23,
819,long,SIMO,2020-10-06,2020-10-08,37.95,40.93,1,2.98,7.85,3801.56,2,1.49,
820,long,VALE,2020-09-23,2020-10-09,10.56,11.13,3,1.71,5.4,3803.27,12,0.14,
821,long,DMLP,2020-07-02,2020-10-09,12.2,10.41,1,-1.79,-14.67,3801.48,69,-0.03,
822,long,AMAT,2020-10-08,2020-10-09,62.03,63.44,31,43.71,2.27,3845.19,1,43.71,
823,long,TER,2020-08-28,2020-10-12,85.13,86.66,18,27.54,1.8,3872.73,30,0.92,
824,long,TER,2020-08-31,2020-10-12,85.27,86.66,1,1.39,1.63,3874.12,29,0.05,
825,long,TER,2020-09-08,2020-10-12,76.68,86.66,1,9.98,13.02,3884.1,24,0.42,
826,long,TER,2020-09-14,2020-10-12,76.24,86.66,1,10.42,13.67,3894.52,20,0.52,
827,long,TER,2020-09-16,2020-10-12,77.26,86.66,1,9.4,12.17,3903.92,18,0.52,
828,long,TER,2020-09-23,2020-10-12,76.6,86.66,1,10.06,13.13,3913.98,13,0.77,
829,long,RVLV,2020-09-23,2020-10-13,17.28,17.88,3,1.8,3.47,3915.78,14,0.13,
830,long,MSFT,2020-10-06,2020-10-13,207.5,222.82,9,137.88,7.38,4053.66,5,27.58,
831,long,RVLV,2020-09-23,2020-10-14,17.28,18.56,1,1.28,7.41,4054.94,15,0.09,
832,long,TER,2020-10-13,2020-10-14,87.38,87.81,23,9.89,0.49,4064.83,1,9.89,
833,long,LULU,2020-10-09,2020-10-14,343.88,352.6,5,43.6,2.54,4108.43,3,14.53,
834,long,VALE,2020-09-23,2020-10-15,10.56,11.17,2,1.22,5.78,4109.65,16,0.08,
835,long,DMLP,2020-07-02,2020-10-15,12.2,10.24,1,-1.96,-16.07,4107.69,73,-0.03,
836,long,RVLV,2020-09-23,2020-10-15,17.28,18.33,1,1.05,6.08,4108.74,16,0.07,
837,long,SIMO,2020-10-14,2020-10-15,42.32,41.86,48,-22.08,-1.09,4086.66,1,-22.08,
838,long,ULTA,2020-10-12,2020-10-15,238.42,237.08,8,-10.72,-0.56,4075.94,3,-3.57,
839,long,DMLP,2020-07-02,2020-10-16,12.2,10.38,5,-9.1,-14.92,4066.84,74,-0.12,
840,long,SMLR,2020-10-14,2020-10-16,54.1,54.73,37,23.31,1.16,4090.15,2,11.66,
841,long,MSFT,2020-10-15,2020-10-19,218.18,218.01,9,-1.53,-0.08,4088.62,2,-0.77,
842,long,VALE,2020-09-23,2020-10-20,10.56,11.15,3,1.77,5.59,4090.39,19,0.09,
843,long,ASML,2020-10-16,2020-10-20,389.12,386.76,5,-11.8,-0.61,4078.59,2,-5.9,
844,long,DMLP,2020-07-02,2020-10-21,12.2,10.36,2,-3.68,-15.08,4074.91,77,-0.05,
845,long,RVLV,2020-09-23,2020-10-21,17.28,19.55,94,213.38,13.14,4288.29,20,10.67,
846,long,RVLV,2020-09-24,2020-10-21,16.71,19.55,2,5.68,17.0,4293.97,19,0.3,
847,long,RVLV,2020-09-25,2020-10-21,16.8,19.55,2,5.5,16.37,4299.47,18,0.31,
848,long,RVLV,2020-09-29,2020-10-21,16.74,19.55,1,2.81,16.79,4302.28,16,0.18,
849,long,RVLV,2020-09-30,2020-10-21,16.64,19.55,2,5.82,17.49,4308.1,15,0.39,
850,long,RVLV,2020-10-06,2020-10-21,17.62,19.55,1,1.93,10.95,4310.03,11,0.18,
851,long,RVLV,2020-10-09,2020-10-21,17.74,19.55,3,5.43,10.2,4315.46,8,0.68,
852,long,RVLV,2020-10-12,2020-10-21,18.07,19.55,4,5.92,8.19,4321.38,7,0.85,
853,long,META,2020-10-07,2020-10-21,257.5,279.71,7,155.47,8.63,4476.85,10,15.55,
854,long,VALE,2020-09-23,2020-10-22,10.56,11.33,3,2.31,7.29,4479.16,21,0.11,
855,long,DMLP,2020-07-02,2020-10-23,12.2,10.55,4,-6.6,-13.52,4472.56,79,-0.08,
856,long,LSTR,2020-10-19,2020-10-23,128.66,130.3,15,24.6,1.27,4497.16,4,6.15,
857,long,LSTR,2020-10-22,2020-10-23,131.23,130.3,1,-0.93,-0.71,4496.23,1,-0.93,
858,long,VALE,2020-09-23,2020-10-26,10.56,11.17,1,0.61,5.78,4496.84,23,0.03,
859,long,MSFT,2020-10-21,2020-10-26,215.02,212.22,9,-25.2,-1.3,4471.64,3,-8.4,
860,long,VALE,2020-09-23,2020-10-27,10.56,11.1,151,81.54,5.11,4553.18,24,3.4,
861,long,VALE,2020-09-28,2020-10-27,10.68,11.1,1,0.42,3.93,4553.6,21,0.02,
862,long,VALE,2020-09-29,2020-10-27,10.56,11.1,6,3.24,5.11,4556.84,20,0.16,
863,long,VALE,2020-09-30,2020-10-27,10.6,11.1,2,1.0,4.72,4557.84,19,0.05,
864,long,VALE,2020-10-02,2020-10-27,10.43,11.1,6,4.02,6.42,4561.86,17,0.24,
865,long,VALE,2020-10-07,2020-10-27,10.73,11.1,3,1.11,3.45,4562.97,14,0.08,
866,long,VALE,2020-10-13,2020-10-27,11.13,11.1,2,-0.06,-0.27,4562.91,10,-0.01,
867,long,VALE,2020-10-14,2020-10-27,11.28,11.1,1,-0.18,-1.6,4562.73,9,-0.02,
868,long,VALE,2020-10-16,2020-10-27,11.16,11.1,3,-0.18,-0.54,4562.55,7,-0.03,
869,long,VALE,2020-10-21,2020-10-27,11.2,11.1,4,-0.4,-0.89,4562.15,4,-0.1,
870,long,VALE,2020-10-23,2020-10-27,11.28,11.1,2,-0.36,-1.6,4561.79,2,-0.18,
871,long,DMLP,2020-07-02,2020-10-27,12.2,10.42,3,-5.34,-14.59,4556.45,81,-0.07,
872,long,SIMO,2020-10-21,2020-10-27,39.75,38.77,1,-0.98,-2.47,4555.47,4,-0.25,
873,long,LULU,2020-10-20,2020-10-27,334.26,333.9,5,-1.8,-0.11,4553.67,5,-0.36,
874,long,LULU,2020-10-21,2020-10-27,330.91,333.9,1,2.99,0.9,4556.66,4,0.75,
875,long,MSFT,2020-10-27,2020-10-28,212.5,205.47,9,-63.27,-3.31,4493.39,1,-63.27,
876,long,EXPI,2020-10-26,2020-10-28,21.59,22.76,92,107.64,5.42,4601.03,2,53.82,
877,long,EXPI,2020-10-27,2020-10-28,22.7,22.76,5,0.3,0.26,4601.33,1,0.3,
878,long,DMLP,2020-07-02,2020-10-29,12.2,10.32,5,-9.4,-15.41,4591.93,83,-0.11,
879,long,LULU,2020-10-28,2020-10-29,329.63,330.81,6,7.08,0.36,4599.01,1,7.08,
880,long,ASML,2020-10-23,2020-10-30,376.85,362.42,5,-72.15,-3.83,4526.86,5,-14.43,
881,long,AMAT,2020-10-15,2020-10-30,62.85,58.77,1,-4.08,-6.49,4522.78,11,-0.37,
882,long,SIMO,2020-10-21,2020-10-30,39.75,37.91,1,-1.84,-4.63,4520.94,7,-0.26,
883,long,AMAT,2020-10-15,2020-11-02,62.85,60.0,30,-85.5,-4.53,4435.44,12,-7.13,
884,long,AMAT,2020-10-16,2020-11-02,63.17,60.0,1,-3.17,-5.02,4432.27,11,-0.29,
885,long,AMAT,2020-10-23,2020-11-02,61.41,60.0,1,-1.41,-2.3,4430.86,6,-0.24,
886,long,AMAT,2020-10-28,2020-11-02,57.55,60.0,1,2.45,4.26,4433.31,3,0.82,
887,long,LSTR,2020-10-30,2020-11-02,125.17,124.51,1,-0.66,-0.53,4432.65,1,-0.66,
888,long,VALE,2020-10-28,2020-11-03,10.67,10.94,3,0.81,2.53,4433.46,4,0.2,
889,long,VALE,2020-10-28,2020-11-04,10.67,10.93,181,47.06,2.44,4480.52,5,9.41,
890,long,VALE,2020-10-29,2020-11-04,10.64,10.93,3,0.87,2.73,4481.39,4,0.22,
891,long,VALE,2020-11-02,2020-11-04,10.71,10.93,1,0.22,2.05,4481.61,2,0.11,
892,long,LSTR,2020-10-30,2020-11-04,125.17,127.3,15,31.95,1.7,4513.56,3,10.65,
893,long,LSTR,2020-11-03,2020-11-04,126.18,127.3,1,1.12,0.89,4514.68,1,1.12,
894,long,DMLP,2020-07-02,2020-11-05,12.2,10.17,1,-2.03,-16.64,4512.65,88,-0.02,
895,long,ASML,2020-11-04,2020-11-05,378.64,396.57,5,89.65,4.74,4602.3,1,89.65,
896,long,MSFT,2020-10-29,2020-11-05,205.36,222.63,9,155.43,8.41,4757.73,5,31.09,
897,long,LULU,2020-11-02,2020-11-05,316.02,343.38,6,164.16,8.66,4921.89,3,54.72,
898,long,VALE,2020-11-05,2020-11-06,11.24,11.65,188,77.08,3.65,4998.97,1,77.08,
899,long,RVLV,2020-11-05,2020-11-06,18.86,19.15,6,1.74,1.54,5000.71,1,1.74,
900,long,SIMO,2020-10-21,2020-11-09,39.75,37.56,1,-2.19,-5.51,4998.52,13,-0.17,
901,long,RVLV,2020-11-05,2020-11-10,18.86,21.63,108,299.16,14.69,5297.68,3,99.72,
902,long,RVLV,2020-11-09,2020-11-10,20.71,21.63,1,0.92,4.44,5298.6,1,0.92,
903,long,ULTA,2020-10-27,2020-11-10,217.42,265.78,9,435.24,22.24,5733.84,10,43.52,
904,long,DMLP,2020-07-02,2020-11-11,12.2,10.47,2,-3.46,-14.18,5730.38,92,-0.04,
905,long,MSB,2020-11-06,2020-11-11,21.84,21.47,93,-34.41,-1.69,5695.97,3,-11.47,
906,long,MSB,2020-11-09,2020-11-11,22.15,21.47,4,-2.72,-3.07,5693.25,2,-1.36,
907,long,MSB,2020-11-10,2020-11-11,21.93,21.47,2,-0.92,-2.1,5692.33,1,-0.92,
908,long,LSTR,2020-11-05,2020-11-11,125.26,129.58,16,69.12,3.45,5761.45,4,17.28,
909,long,LSTR,2020-11-10,2020-11-11,127.21,129.58,1,2.37,1.86,5763.82,1,2.37,
910,long,MSFT,2020-11-11,2020-11-12,215.12,216.79,10,16.7,0.78,5780.52,1,16.7,
911,long,EXPI,2020-11-10,2020-11-12,21.2,22.96,5,8.8,8.3,5789.32,2,4.4,
912,long,META,2020-11-11,2020-11-13,275.44,275.43,8,-0.08,-0.0,5789.24,2,-0.04,
913,long,SIMO,2020-10-21,2020-11-13,39.75,37.16,1,-2.59,-6.52,5786.65,17,-0.15,
914,long,EXPI,2020-11-10,2020-11-13,21.2,22.23,2,2.06,4.86,5788.71,3,0.69,
915,long,DMLP,2020-07-02,2020-11-16,12.2,10.69,1,-1.51,-12.38,5787.2,95,-0.02,
916,long,MSB,2020-11-12,2020-11-16,20.81,21.55,2,1.48,3.56,5788.68,2,0.74,
917,long,DMLP,2020-07-02,2020-11-17,12.2,10.82,68,-93.84,-11.31,5694.84,96,-0.98,
918,long,DMLP,2020-07-06,2020-11-17,12.01,10.82,2,-2.38,-9.91,5692.46,95,-0.03,
919,long,DMLP,2020-07-07,2020-11-17,11.95,10.82,3,-3.39,-9.46,5689.07,94,-0.04,
920,long,DMLP,2020-07-09,2020-11-17,11.38,10.82,1,-0.56,-4.92,5688.51,92,-0.01,
921,long,DMLP,2020-07-13,2020-11-17,11.34,10.82,1,-0.52,-4.59,5687.99,90,-0.01,
922,long,DMLP,2020-07-14,2020-11-17,11.4,10.82,2,-1.16,-5.09,5686.83,89,-0.01,
923,long,DMLP,2020-07-17,2020-11-17,11.51,10.82,3,-2.07,-5.99,5684.76,86,-0.02,
924,long,DMLP,2020-07-20,2020-11-17,11.26,10.82,2,-0.88,-3.91,5683.88,85,-0.01,
925,long,DMLP,2020-07-21,2020-11-17,11.3,10.82,3,-1.44,-4.25,5682.44,84,-0.02,
926,long,DMLP,2020-07-23,2020-11-17,11.15,10.82,1,-0.33,-2.96,5682.11,82,-0.0,
927,long,DMLP,2020-07-29,2020-11-17,11.22,10.82,2,-0.8,-3.57,5681.31,78,-0.01,
928,long,DMLP,2020-07-30,2020-11-17,11.25,10.82,2,-0.86,-3.82,5680.45,77,-0.01,
929,long,DMLP,2020-08-03,2020-11-17,10.93,10.82,6,-0.66,-1.01,5679.79,75,-0.01,
930,long,DMLP,2020-08-12,2020-11-17,11.83,10.82,1,-1.01,-8.54,5678.78,68,-0.01,
931,long,DMLP,2020-08-13,2020-11-17,11.88,10.82,5,-5.3,-8.92,5673.48,67,-0.08,
932,long,DMLP,2020-08-14,2020-11-17,12.01,10.82,1,-1.19,-9.91,5672.29,66,-0.02,
933,long,DMLP,2020-08-19,2020-11-17,11.89,10.82,3,-3.21,-9.0,5669.08,63,-0.05,
934,long,DMLP,2020-08-20,2020-11-17,11.69,10.82,3,-2.61,-7.44,5666.47,62,-0.04,
935,long,DMLP,2020-08-24,2020-11-17,11.7,10.82,1,-0.88,-7.52,5665.59,60,-0.01,
936,long,DMLP,2020-08-25,2020-11-17,11.66,10.82,1,-0.84,-7.2,5664.75,59,-0.01,
937,long,DMLP,2020-08-27,2020-11-17,11.4,10.82,3,-1.74,-5.09,5663.01,57,-0.03,
938,long,DMLP,2020-08-31,2020-11-17,11.49,10.82,2,-1.34,-5.83,5661.67,55,-0.02,
939,long,DMLP,2020-09-02,2020-11-17,11.12,10.82,2,-0.6,-2.7,5661.07,53,-0.01,
940,long,DMLP,2020-09-03,2020-11-17,10.82,10.82,12,0.0,0.0,5661.07,52,0.0,
941,long,DMLP,2020-09-10,2020-11-17,10.55,10.82,2,0.54,2.56,5661.61,48,0.01,
942,long,DMLP,2020-09-14,2020-11-17,10.47,10.82,1,0.35,3.34,5661.96,46,0.01,
943,long,DMLP,2020-09-15,2020-11-17,10.52,10.82,3,0.9,2.85,5662.86,45,0.02,
944,long,DMLP,2020-09-16,2020-11-17,10.53,10.82,1,0.29,2.75,5663.15,44,0.01,
945,long,DMLP,2020-09-22,2020-11-17,10.2,10.82,7,4.34,6.08,5667.49,40,0.11,
946,long,DMLP,2020-09-23,2020-11-17,10.2,10.82,2,1.24,6.08,5668.73,39,0.03,
947,long,DMLP,2020-09-24,2020-11-17,10.29,10.82,1,0.53,5.15,5669.26,38,0.01,
948,long,DMLP,2020-09-28,2020-11-17,10.29,10.82,4,2.12,5.15,5671.38,36,0.06,
949,long,DMLP,2020-10-01,2020-11-17,10.28,10.82,2,1.08,5.25,5672.46,33,0.03,
950,long,DMLP,2020-10-02,2020-11-17,10.35,10.82,3,1.41,4.54,5673.87,32,0.04,
951,long,DMLP,2020-10-07,2020-11-17,10.24,10.82,4,2.32,5.66,5676.19,29,0.08,
952,long,DMLP,2020-10-08,2020-11-17,10.45,10.82,4,1.48,3.54,5677.67,28,0.05,
