date,mva_qld_simple_20,mva_jesse_20,mva_old_tech_20
2020-01-02,,,
2020-01-03,,,
2020-01-06,,,
2020-01-07,,,
2020-01-08,,,
2020-01-09,,,
2020-01-10,,,
2020-01-13,,,
2020-01-14,,,
2020-01-15,,,
2020-01-16,,,
2020-01-17,,,
2020-01-21,,,
2020-01-22,,,
2020-01-23,,,
2020-01-24,,,
2020-01-27,,,
2020-01-28,,,
2020-01-29,,,
2020-01-30,,,
2020-01-31,0.324789889306813,0.34740699495040045,0.32780311574278664
2020-02-03,0.34076112119000784,0.326884935566933,0.3323539432430593
2020-02-04,0.32882515969928167,0.3302019201729086,0.3409729201278098
2020-02-05,0.31899980982467174,0.3277192129229794,0.35328097725234897
2020-02-06,0.3175958098935649,0.331712594510116,0.3506915955963192
2020-02-07,0.3260565257252633,0.3167905593611569,0.3571529149135798
2020-02-10,0.33280813793137104,0.275862001581439,0.39132986048719
2020-02-11,0.32774811385287805,0.28309009156882897,0.38916179457829286
2020-02-12,0.3326768634743511,0.27320428801115,0.39411884851449897
2020-02-13,0.335972004088384,0.2709978867496397,0.39303010916197617
2020-02-14,0.3514302192784635,0.25418352249017045,0.394386258231366
2020-02-18,0.34820184708661306,0.26651076908658283,0.3852873838268041
2020-02-19,0.3438115539029828,0.2761990240981503,0.3799894219988668
2020-02-20,0.33641643507340363,0.2985264199854628,0.3650571449411336
2020-02-21,0.35205548184944935,0.3102239295355391,0.33772058861501153
2020-02-24,0.3670399903970425,0.2932157491220353,0.3397442604809223
2020-02-25,0.3711108673410786,0.25640701938741906,0.3724821132715022
2020-02-26,0.4045946622164144,0.2417971104845933,0.3536082272989924
2020-02-27,0.37481595066051426,0.28848376315399116,0.3367002861854946
2020-02-28,0.37317363973394513,0.25831923341072377,0.36850712685533116
2020-03-02,0.3465444188508591,0.27598945070381975,0.3774661304453211
2020-03-03,0.39630155817423374,0.27970600160405024,0.323992440221716
2020-03-04,0.3648851207237524,0.28709986930563003,0.3480150099706176
2020-03-05,0.44306631887663106,0.21808549884724185,0.338848182276127
2020-03-06,0.4914643451669091,0.14636904471247802,0.36216661012061274
2020-03-09,-0.8372124374776263,1.4938634496339858,0.3433489878436406
2020-03-10,1.6068667225318432,-0.6541713089908199,0.04730458645897678
2020-03-11,-0.2219081446739356,0.7744635151462337,0.4474446295277019
2020-03-12,-0.03983429150432695,0.5504643246069816,0.48936996689734547
2020-03-13,0.1186740284599926,0.5806587057653142,0.30066726577469316
2020-03-16,-0.120055162312588,0.6509639116281235,0.4690912506844645
2020-03-17,-0.1292354252845323,0.8089612571978294,0.3202741680867029
2020-03-18,-0.064563694470509,0.6885735929059019,0.375990101564607
2020-03-19,-0.11633200651776499,0.6550681433201289,0.4612638631976361
2020-03-20,-0.1844009203863227,0.7797258549406789,0.4046750654456438
2020-03-23,-0.35531914928568836,1.0367431430838492,0.3185760062018393
2020-03-24,13.321311603471605,-12.970714320687154,0.6494027172155491
2020-03-25,1.5220418816539945,-0.6419078245092857,0.11986594285529137
2020-03-26,0.5695104508988716,-0.002001858852819426,0.43249140795394775
2020-03-27,0.7346839787741063,-0.011318658644874276,0.27663467987076784
2020-03-30,0.766642973516641,-0.15845445794137128,0.3918114844247302
2020-03-31,0.5627583605286708,0.0941821264247921,0.3430595130465371
2020-04-01,3.2096619634055497,-1.8460935197855814,-0.3635684436199681
2020-04-02,0.986123595666152,-0.16659114646445883,0.18046755079830676
2020-04-03,0.9464457512962767,-0.10098421538880413,0.1545384640925274
2020-04-06,0.37758862185405934,0.296281556727829,0.32612982141811164
2020-04-07,0.4359503465435638,0.2748046627087017,0.28924499074773447
2020-04-08,0.35308880452557806,0.3355378840134692,0.31137331146095276
2020-04-09,0.2570596792566988,0.40241151020682764,0.34052881053647355
2020-04-13,0.34292442124101935,0.36699017208752727,0.2900854066714533
2020-04-14,0.23168592238511132,0.40773863489279694,0.3605754427220917
2020-04-15,0.2513900508808017,0.4394473619645403,0.309162587154658
2020-04-16,0.2286138314881687,0.42656878455153047,0.3448173839603008
2020-04-17,0.2457041651738117,0.3889082160106091,0.365387618815579
2020-04-20,0.22796319841689358,0.4171868360316722,0.3548499655514341
2020-04-21,0.21130695370541952,0.4732435109797374,0.3154495353148431
2020-04-22,0.27167074545808045,0.4085472408937504,0.3197820136481691
2020-04-23,0.28480771345237277,0.3750357397470613,0.340156546800566
2020-04-24,0.32775966040687415,0.3709737365902192,0.3012666030029067
2020-04-27,0.29387296098124116,0.3758805164314178,0.33024652258734105
2020-04-28,0.2858280089122054,0.41401930727184133,0.30015268381595334
2020-04-29,0.28665404993061855,0.39747074931113996,0.3158752007582415
2020-04-30,0.2687851138628178,0.4122621057618107,0.3189527803753715
2020-05-01,0.2724998983851659,0.4149530589200951,0.31254704269473904
2020-05-04,0.2674721720640292,0.40550905098415446,0.3270187769518163
2020-05-05,0.31927650043732403,0.3832231782135223,0.29750032134915366
2020-05-06,0.3369697155054439,0.3564413016640895,0.3065889828304666
2020-05-07,0.3566019235090462,0.3439795152813248,0.299418561209629
2020-05-08,0.35563002414434863,0.34210967011153987,0.30226030574411145
2020-05-11,0.3450936726821656,0.37268566917251555,0.2822206581453189
2020-05-12,0.34401983509521367,0.4112079180123834,0.24477224689240298
2020-05-13,0.34790723068634444,0.4050217519136256,0.24707101740002993
2020-05-14,0.33235442527123943,0.4281622032465854,0.23948337148217516
2020-05-15,0.36925567187650477,0.39682151927926124,0.23392280884423397
2020-05-18,0.3279267928990644,0.4127538936041366,0.25931931349679893
2020-05-19,0.31622705097293513,0.3926822596404894,0.29109068938657545
2020-05-20,0.3092285083628909,0.4175741860168687,0.2731973056202404
2020-05-21,0.30964655435072713,0.42257633227785996,0.26777711337141297
2020-05-22,0.30404729871100944,0.43371276980192014,0.26223993148707053
2020-05-26,0.3031640223529328,0.4332248135881593,0.26361116405890794
2020-05-27,0.3086916264018631,0.4340334950238017,0.2572748785743352
2020-05-28,0.32408023212495707,0.44702156609156424,0.22889820178347864
2020-05-29,0.31129504183915446,0.4338941478896372,0.2548108102712083
2020-06-01,0.29060379206217624,0.4420158124069302,0.26738039553089354
2020-06-02,0.2839530727680314,0.4544596269710079,0.2615873002609608
2020-06-03,0.26809974282514926,0.46035643026182627,0.27154382691302453
2020-06-04,0.24843562264011876,0.47739587783287735,0.27416849952700406
2020-06-05,0.24627894687286322,0.46744670855859655,0.2862743445685404
2020-06-08,0.25615540251322666,0.4439772293468105,0.29986736813996284
2020-06-09,0.26359178619290397,0.44115168106789576,0.2952565327392002
