,0
2020-07-10,52.635038093093215
2020-07-13,55.66308058609295
2020-07-14,53.34052542532003
2020-07-15,53.19322721291092
2020-07-16,52.70469520917428
2020-07-17,51.890060056659316
2020-07-20,50.46339908392768
2020-07-21,50.58061521165417
2020-07-22,50.44458941739741
2020-07-23,51.277804203481956
2020-07-24,51.86687765933045
2020-07-27,51.61956223384105
2020-07-28,51.81362975170571
2020-07-29,51.43574674909945
2020-07-30,52.34823497046298
2020-07-31,51.58709999750957
2020-08-03,51.74863458778507
2020-08-04,50.61488737311991
2020-08-05,50.12988947739861
2020-08-06,49.93990486064433
2020-08-07,50.18196427075542
2020-08-10,49.31776990102717
2020-08-11,50.697918302500625
2020-08-12,49.24078016901205
2020-08-13,49.95356456899172
2020-08-14,50.46786927292351
2020-08-17,49.44243175006775
2020-08-18,48.75946125224152
2020-08-19,49.9189351618821
2020-08-20,49.66090627146097
2020-08-21,50.77439141811501
2020-08-24,51.06925486167273
2020-08-25,50.70278675998989
2020-08-26,51.27655463385816
2020-08-27,51.20015331221304
2020-08-28,51.23741256709995
2020-08-31,52.61045562211205
2020-09-01,53.30298196450759
2020-09-02,54.83500418822915
2020-09-03,56.02228494555492
2020-09-04,53.49309536820931
2020-09-08,52.56774286310155
2020-09-09,50.615510472128314
2020-09-10,51.13664160548761
2020-09-11,49.584174197798816
2020-09-14,50.385225593583606
2020-09-15,50.557881642875955
2020-09-16,51.68826988422567
2020-09-17,52.62961896755679
2020-09-18,53.503086180067946
2020-09-21,54.330030779353855
2020-09-22,55.076641150416265
2020-09-23,56.807688696274205
2020-09-24,55.64087301084607
2020-09-25,54.23468472111582
2020-09-28,53.41264226930045
2020-09-29,52.61621202799176
2020-09-30,52.29199970301682
2020-10-01,53.35326842402183
2020-10-02,54.33720316372912
2020-10-05,52.36039583418428
2020-10-06,52.44015545768262
2020-10-07,52.0602281936815
2020-10-08,51.01226045215407
2020-10-09,48.66091917744382
2020-10-12,47.65730551379091
2020-10-13,47.81500462683142
2020-10-14,47.41729294202442
2020-10-15,47.511563032363824
2020-10-16,48.155031911527296
2020-10-19,50.63766992311557
2020-10-20,49.79974178063703
2020-10-21,48.487511671839336
2020-10-22,47.80863515385586
2020-10-23,48.02532225100167
2020-10-26,51.78902882704454
2020-10-27,51.695947529996765
2020-10-28,56.9529656408989
2020-10-29,52.28410919120516
2020-10-30,52.900535573785746
2020-11-02,51.47446089065394
2020-11-03,49.586819186139095
2020-11-04,48.11987148977949
2020-11-05,47.9498189989865
2020-11-06,46.74499028059152
2020-11-09,43.1644551708968
2020-11-10,43.551947351278656
2020-11-11,43.535037838920275
2020-11-12,45.48901318659937
2020-11-13,43.91311007267351
2020-11-16,44.49823224934216
2020-11-17,44.16568640110612
2020-11-18,46.01678926001002
2020-11-19,45.65154328323208
2020-11-20,45.20988253818896
2020-11-23,45.042280975560196
2020-11-24,45.22740384651039
2020-11-25,43.99253675694978
2020-11-27,44.01665166078649
2020-11-30,43.650343959532954
2020-12-01,44.20181049964638
2020-12-02,44.00105326544143
2020-12-03,44.18305636680458
2020-12-04,43.848955968452266
2020-12-07,44.25428176660529
2020-12-08,43.629787316385865
2020-12-09,45.34815238778523
2020-12-10,46.149879719540195
2020-12-11,48.07691757466229
2020-12-14,48.71285557309547
2020-12-15,48.15632377652559
2020-12-16,47.100490555908145
2020-12-17,46.272788343345034
2020-12-18,47.595130220767594
2020-12-21,48.7824900666954
2020-12-22,49.56385670811769
2020-12-23,47.55481103497918
2020-12-24,46.481248308050915
2020-12-28,46.24331380714487
2020-12-29,48.53983758720999
2020-12-30,46.709895989905405
2020-12-31,47.033267847579985
